Wafer#2 7.8mils thick EE535,
Wavelength (nm),R
2500,37.50637054
2499,37.54796219
2498,37.71586227
2497,37.78478241
2496,37.54405594
2495,37.49436569
2494,37.74761581
2493,37.85300446
2492,37.68226242
2491,37.53184128
2490,37.6486969
2489,37.82905197
2488,37.8139267
2487,37.6074028
2486,37.59336853
2485,37.82857513
2484,37.85746765
2483,37.70245361
2482,37.53260422
2481,37.77567673
2480,37.98099899
2479,37.76989746
2478,37.60109329
2477,37.66228104
2476,37.8549118
2475,37.8660202
2474,37.627388
2473,37.61076736
2472,37.84066391
2471,37.90608978
2470,37.74708176
2469,37.61940002
2468,37.82771683
2467,37.96323395
2466,37.84142303
2465,37.63032913
2464,37.79623032
2463,37.97932053
2462,37.93991852
2461,37.69790649
2460,37.68522263
2459,37.91630554
2458,38.00986862
2457,37.76948547
2456,37.69001389
2455,37.90506363
2454,38.00215149
2453,37.87982559
2452,37.76304245
2451,37.80218124
2450,38.02724075
2449,37.98000717
2448,37.7722702
2447,37.80308151
2446,37.95432281
2445,38.00801468
2444,37.81368637
2443,37.77986526
2442,37.96492004
2441,37.99249268
2440,37.9028511
2439,37.79491043
2438,37.95124435
2437,38.02952194
2436,37.95341873
2435,37.854702
2434,37.9345932
2433,38.02115631
2432,37.99107742
2431,37.90245056
2430,37.91481781
2429,38.08013916
2428,38.02153397
2427,37.97094345
2426,37.91605377
2425,37.97248459
2424,38.01285553
2423,38.03753281
2422,38.0105629
2421,38.03085327
2420,38.06889725
2419,37.95568085
2418,38.0259285
2417,37.99631119
2416,38.00824356
2415,38.0622406
2414,38.07423782
2413,38.07102966
2412,37.98846436
2411,38.07268906
2410,38.18408203
2409,38.02804184
2408,37.98412704
2407,38.05131912
2406,38.19766235
2405,38.13060379
2404,37.95921326
2403,38.08633041
2402,38.18849945
2401,38.15866852
2400,38.00212097
2399,38.09811401
2398,38.1639328
2397,38.18002701
2396,38.00676346
2395,38.03015518
2394,38.22175217
2393,38.17657852
2392,38.06496429
2391,38.06380463
2390,38.27367783
2389,38.30098724
2388,38.0851593
2387,38.0395546
2386,38.32878113
2385,38.28919983
2384,38.05426407
2383,38.12514877
2382,38.31910324
2381,38.36257935
2380,38.09966278
2379,38.1235466
2378,38.38082504
2377,38.33861542
2376,38.08684158
2375,38.08239365
2374,38.38562775
2373,38.37561798
2372,38.12325668
2371,38.1451416
2370,38.34502792
2369,38.44128799
2368,38.18847275
2367,38.20639038
2366,38.44665146
2365,38.4276886
2364,38.20434952
2363,38.19530487
2362,38.44448471
2361,38.5114212
2360,38.20372391
2359,38.26298904
2358,38.51176071
2357,38.43109894
2356,38.15630341
2355,38.22064209
2354,38.52973175
2353,38.46526337
2352,38.19620514
2351,38.31500244
2350,38.54936218
2349,38.46160126
2348,38.20558929
2347,38.32238388
2346,38.59685516
2345,38.46046829
2344,38.21752548
2343,38.35244751
2342,38.63047409
2341,38.47963715
2340,38.24977112
2339,38.43933868
2338,38.66205978
2337,38.50115585
2336,38.27507019
2335,38.46197128
2334,38.6509285
2333,38.48239899
2332,38.30875397
2331,38.54537964
2330,38.72434235
2329,38.53141785
2328,38.34960556
2327,38.55009079
2326,38.71556473
2325,38.52546692
2324,38.39074707
2323,38.56298447
2322,38.72676086
2321,38.54496384
2320,38.47739029
2319,38.61374664
2318,38.67320251
2317,38.60834885
2316,38.55723953
2315,38.57856369
2314,38.65650177
2313,38.66699219
2312,38.67929077
2311,38.603508
2310,38.63973618
2309,38.73902893
2308,38.671772
2307,38.5026741
2306,38.67195129
2305,38.81045151
2304,38.66913223
2303,38.51293564
2302,38.71562576
2301,38.86962128
2300,38.66415787
2299,38.55562592
2298,38.8131218
2297,38.95698929
2296,38.71131134
2295,38.63689804
2294,38.80343628
2293,38.91962051
2292,38.71843719
2291,38.68207169
2290,38.85294342
2289,38.88180923
2288,38.8180542
2287,38.80290222
2286,38.86617279
2285,38.90034866
2284,38.8424263
2283,38.82830429
2282,38.84839249
2281,38.87818909
2280,38.92520905
2279,38.94187164
2278,38.91070938
2277,38.88939667
2276,38.93365479
2275,38.96035385
2274,38.94977951
2273,38.88040924
2272,39.03661346
2271,39.06631088
2270,38.88585281
2269,38.96338272
2268,39.11700821
2267,39.00992966
2266,38.95261002
2265,39.03632355
2264,39.13716888
2263,38.96263504
2262,38.93952179
