Wafer#1 11.3mils thick EE535,
Wavelength (nm),T
2500,47.02699661
2499,47.110569
2498,47.17770004
2497,47.00586319
2496,47.13294601
2495,47.05630112
2494,47.04714203
2493,47.16160965
2492,47.05730057
2491,47.06469345
2490,47.13673401
2489,47.06834412
2488,47.20084763
2487,47.03436279
2486,47.1247406
2485,47.14660263
2484,47.06129074
2483,47.1740303
2482,47.07967377
2481,47.0622139
2480,47.13063431
2479,47.07076263
2478,47.09555054
2477,47.14965439
2476,47.1053009
2475,47.21237183
2474,47.10954285
2473,47.11229324
2472,47.12495422
2471,47.10808563
2470,47.1833725
2469,47.09859848
2468,47.14169312
2467,47.1425705
2466,47.16571426
2465,47.16697311
2464,47.08660507
2463,47.13651276
2462,47.17974854
2461,47.13950729
2460,47.1285553
2459,47.10084534
2458,47.1861763
2457,47.199646
2456,47.12435913
2455,47.13736343
2454,47.16965866
2453,47.18166733
2452,47.17824936
2451,47.15416336
2450,47.18757629
2449,47.22884369
2448,47.23507309
2447,47.24994278
2446,47.2173996
2445,47.14344406
2444,47.17436981
2443,47.21060944
2442,47.19318771
2441,47.19986725
2440,47.20123672
2439,47.20530701
2438,47.17245483
2437,47.19245529
2436,47.18445969
2435,47.19621658
2434,47.15761566
2433,47.21404648
2432,47.20027924
2431,47.21965027
2430,47.22740555
2429,47.22062683
2428,47.2217598
2427,47.20251083
2426,47.23544312
2425,47.26304626
2424,47.20445633
2423,47.24339294
2422,47.20422745
2421,47.22177124
2420,47.26041412
2419,47.1955986
2418,47.34207153
2417,47.16448593
2416,47.31413269
2415,47.24492264
2414,47.15481949
2413,47.36420059
2412,47.11680984
2411,47.35754395
2410,47.20511246
2409,47.30503082
2408,47.308918
2407,47.18657684
2406,47.45357513
2405,47.13848495
2404,47.364254
2403,47.28225327
2402,47.22119141
2401,47.47514725
2400,47.10763931
2399,47.47909164
2398,47.20548248
2397,47.32110596
2396,47.36955643
2395,47.159832
2394,47.53705978
2393,47.15285492
2392,47.4871254
2391,47.28046417
2390,47.27233124
2389,47.4848175
2388,47.13858414
2387,47.54207611
2386,47.20372009
2385,47.50760651
2384,47.34546661
2383,47.25841522
2382,47.53354645
2381,47.19206619
2380,47.54758453
2379,47.27651596
2378,47.44972992
2377,47.40273666
2376,47.29442215
2375,47.51769638
2374,47.21773148
2373,47.57063293
2372,47.3081398
2371,47.41793823
2370,47.41217422
2369,47.34851074
2368,47.52956772
2367,47.24678802
2366,47.58159637
2365,47.2922554
2364,47.49205399
2363,47.38468933
2362,47.33691788
2361,47.57533646
2360,47.26720428
2359,47.53181839
2358,47.34170151
2357,47.44497681
2356,47.40702057
2355,47.38398361
2354,47.50146866
2353,47.36297607
2352,47.55895615
2351,47.27381897
2350,47.55608749
2349,47.29650497
2348,47.47605133
2347,47.39194489
2346,47.37921524
2345,47.60600662
2344,47.29246521
2343,47.55768204
2342,47.24722672
2341,47.51786423
2340,47.31062317
2339,47.41220856
2338,47.4281044
2337,47.36941147
2336,47.52440643
2335,47.25664139
2334,47.54870224
2333,47.19616318
2332,47.50750351
2331,47.28710175
2330,47.40784073
2329,47.32284546
2328,47.27844238
2327,47.48406219
2326,47.12438583
2325,47.49780655
2324,47.14248657
2323,47.46763229
2322,47.15088272
2321,47.36775589
2320,47.29850769
2319,47.2658577
2318,47.36246872
2317,47.15415955
2316,47.34184265
2315,47.09692001
2314,47.28252029
2313,47.16328049
2312,47.22704315
2311,47.20814133
2310,47.16192627
2309,47.19962311
2308,47.16786957
2307,47.18359756
2306,47.11557388
2305,47.14385986
2304,47.14021301
2303,47.08730316
2302,47.13554001
2301,47.13007355
2300,47.07485962
2299,47.05820465
2298,47.04487228
2297,47.02774429
2296,47.00819397
2295,46.96305466
2294,47.06609726
2293,47.0009346
2292,47.03662872
2291,46.97593307
2290,46.97657013
2289,46.95157242
2288,46.95404816
2287,46.96118164
2286,46.90510178
2285,46.95853424
2284,46.93494415
2283,46.95474625
2282,46.94819641
2281,46.92889404
2280,46.85355759
2279,46.93510056
2278,46.89823532
2277,46.97084045
