691,1136.961364,705,1127.560373
731,1124.088748,751,1158.438115
781,1126.857654,807,1091.594963
841,1065.717969,875,1139.725551
921,1083.263847,965,1079.057664
1022,1009.897141,1077,841.5848146
1154,1053.571961,1228,1130.61762
1328,898.6343821,1435,1102.229902
1579,1082.552957,1730,1153.876553
1954,1109.987253,2213,1223.058122
