Transmission thin film,
Wavelength (nm),%T
949,49.33336258
948,50.12527084
947,50.98444748
946,51.95137405
945,52.90579987
944,53.94649506
943,55.05211258
942,56.35432434
941,57.44485092
940,58.76561356
939,60.07692337
938,61.47488403
937,62.8321991
936,64.23377991
935,65.60945129
934,67.05315399
933,68.382164
932,69.69392395
931,70.99827576
930,72.10882568
929,73.14608765
928,74.24007416
927,75.12117004
926,75.80812073
925,76.44327545
924,76.88722229
923,77.27990723
922,77.37514496
921,77.44167328
920,77.24362946
919,76.99978638
918,76.72983551
917,76.06782532
916,75.39720154
915,74.76435852
914,73.93399048
913,72.95993042
912,72.1464386
911,71.01735687
910,70.17118073
909,68.86547089
908,67.77638245
907,66.67127991
906,65.56348419
905,64.38174438
904,63.24307251
903,62.15037537
902,60.89945984
901,59.80648804
900,58.72877884
899,57.66727829
898,56.71221161
897,55.67605591
896,54.69614792
895,53.77727127
894,52.8878212
893,51.92723846
892,51.19424438
891,50.44574738
890,49.6957016
889,49.06015396
888,48.38361359
887,47.71110535
886,47.11608124
885,46.61588287
884,46.18106079
883,45.85905457
882,45.33871841
881,44.983181
880,44.78152847
879,44.55194473
878,44.48537827
877,44.30776978
876,44.25910568
875,44.25510406
874,44.37589264
873,44.45172119
872,44.62841415
871,44.89919662
870,45.29558563
869,45.63121414
868,46.17217255
867,46.77839279
866,47.47014236
865,48.22904587
864,49.09236908
863,49.95900726
862,51.05513382
861,52.00154877
860,53.33924866
859,54.54953766
858,55.83036041
857,57.20827484
856,58.62541199
855,60.08980942
854,61.50313568
853,62.96503448
852,64.31932831
851,65.70907593
850,67.04946899
849,68.25650787
848,69.2866745
847,70.25650024
846,71.15149689
845,71.90483856
844,72.45918274
843,72.94969177
842,73.15307617
841,73.16294861
840,73.14833832
839,72.92697906
838,72.56751251
837,72.10105896
836,71.3298111
835,70.84043121
834,69.95040131
833,69.01608276
832,68.01251221
831,67.00505829
830,65.91567993
829,64.75738525
828,63.69295883
827,62.43320084
826,61.1869812
825,60.02568436
824,58.77851868
823,57.58396912
822,56.45999908
821,55.36171722
820,54.35490417
819,47.82457352
818,46.95921707
817,46.1863327
816,45.4079895
815,44.74632263
814,44.1495285
813,43.6081543
812,43.1468811
811,42.75649261
810,42.44861984
809,42.21431732
808,42.08760071
807,42.03904343
806,42.07936478
805,42.22490311
804,42.47198868
803,42.83287048
802,43.32728195
801,43.91287231
800,44.67428589
799,45.35580444
798,46.3390007
797,47.47144699
796,48.75811005
795,50.20016861
794,51.80197525
793,53.54434967
792,55.40875244
791,57.39620209
790,59.43761444
789,61.51633453
788,63.57891083
787,65.51802063
786,67.32415009
785,68.93791199
784,70.26777649
783,71.28084564
782,71.96259308
781,72.27107239
780,72.23906708
779,71.87980652
778,71.2249527
777,70.2983017
776,69.14185333
775,67.82939148
774,66.35387421
773,64.77245331
772,63.18183517
771,61.52179718
770,59.84398651
769,58.20658875
768,56.60771179
767,55.04847336
766,53.53482819
765,52.07313919
764,50.72132874
763,49.41699982
762,48.19799805
761,47.07515717
760,46.02163696
759,45.06191254
758,44.19620132
757,43.41881561
756,42.74567795
755,42.18398666
754,41.73617554
753,41.38779068
752,41.17590714
751,41.07646179
750,41.14009857
749,41.34600449
748,41.7002182
747,42.24365234
746,42.94945145
745,43.8561058
744,44.97560883
743,46.29419708
742,47.831707
741,49.55579758
740,51.50062943
739,53.58989716
738,55.76728058
737,57.98365402
736,60.12016678
735,62.11835098
734,63.82110214
733,65.16749573
732,66.09533691
731,66.52983856
730,66.50511169
729,66.01464081
728,65.15481567
727,63.93750763
726,62.46422958
725,60.81135178
724,59.01841354
723,57.17343521
722,55.28852463
721,53.41998291
720,51.60276413
719,49.8298111
718,48.15695953
717,46.56689835
716,45.07886124
715,43.69962692
714,42.43091202
713,41.28459549
712,40.25330734
711,39.35462952
710,38.58875275
709,37.942173
708,37.46045303
707,37.115345
706,36.94942474
705,36.94319153
704,37.13158798
703,37.50556183
702,38.07933807
701,38.85042572
700,39.83118057
699,40.99308395
698,42.31915665
697,43.76327133
696,45.26209259
695,46.71772003
694,48.05480957
693,49.12957382
692,49.87922668
691,50.23099136
690,50.16878128
689,49.68737793
688,48.83637619
687,47.69790649
686,46.308815
685,44.76927567
684,43.13990021
683,41.47196579
682,39.81698608
681,38.19067001
680,36.6318779
679,35.16987991
678,33.80118942
677,32.52937317
676,31.38187218
675,30.3401413
674,29.42118263
673,28.62216568
672,27.94013596
671,27.38495827
670,26.95274734
669,26.65539932
668,26.4683094
667,26.41061592
666,26.46077919
665,26.61368561
664,26.84306526
663,27.12312889
662,27.41787338
661,27.68079567
660,27.87493134
659,27.94256783
658,27.85788536
657,27.59964371
656,27.17201614
655,26.57712746
654,25.83603477
653,24.99630356
652,24.08088684
651,23.12898254
650,22.14789581
649,21.19111824
648,20.25504494
647,19.36292458
646,18.52387428
645,17.72962379
644,17.00553131
643,16.35134315
642,15.75356388
641,15.21889305
640,14.74096584
639,14.32230949
638,13.9527235
637,13.62488079
636,13.33211803
635,13.06925964
634,12.82301998
633,12.58051586
632,12.33137035
631,12.06870461
630,11.78226566
629,11.46981716
628,11.12498283
627,10.750103
626,10.34918118
625,9.931138992
624,9.504187584
623,9.071655273
622,8.641403198
621,8.222637177
620,7.818328381
619,7.424860954
618,7.055747509
617,6.708960056
616,6.381682873
615,6.074413776
614,5.788689137
613,5.520876884
612,5.272428513
611,5.036988258
610,4.813029289
609,4.602013588
608,4.398445129
607,4.203121662
606,4.010441303
605,3.823551655
604,3.640837193
603,3.46005559
602,3.284271717
601,3.111990452
600,2.943010092
599,2.781110764
598,2.622882366
597,2.471251965
596,2.326812029
595,2.188549519
594,2.059536457
593,1.935050964
592,1.820248365
591,1.712086082
590,1.608677149
589,1.512332797
588,1.422272921
587,1.33602035
586,1.256524324
585,1.180780768
584,1.107971191
583,1.041228294
582,0.977357209
581,0.917818308
580,0.860737801
579,0.806639135
578,0.756637633
577,0.710063458
576,0.665689707
575,0.624492586
574,0.586043
573,0.549985766
572,0.516625285
571,0.485433638
570,0.457007259
569,0.430193037
568,0.40533036
567,0.382884234
566,0.361888409
565,0.341837049
564,0.324332327
563,0.307257742
562,0.292158067
561,0.27818048
560,0.265150607
559,0.252984136
558,0.241698816
557,0.231925607
556,0.222181037
555,0.213580504
554,0.205450371
553,0.19856596
552,0.191865087
551,0.185751736
550,0.180303574
549,0.175504476
548,0.170263082
547,0.165645227
546,0.161781535
545,0.1576076
544,0.154442877
543,0.151130647
542,0.148568079
541,0.145614132
540,0.143141896
539,0.140820295
538,0.138864875
537,0.136583969
536,0.134913847
535,0.133090422
534,0.131281942
533,0.129439488
532,0.128176808
531,0.126367733
530,0.125419617
529,0.124251455
528,0.123024605
527,0.12219476
526,0.120479412
525,0.119215831
524,0.118232854
523,0.117356822
522,0.116047926
521,0.115352042
520,0.113958776
519,0.113479331
518,0.112619929
517,0.111671723
516,0.111005805
515,0.109627657
514,0.108834438
513,0.10782253
512,0.107479215
511,0.106557876
510,0.105595708
509,0.104822896
508,0.103860803
507,0.103547923
506,0.102501214
505,0.102048725
504,0.101310909
503,0.100427203
502,0.09995722
501,0.099112049
500,0.098554559
499,0.097781509
498,0.097371727
497,0.096619651
496,0.095911674
495,0.095275961
494,0.094109386
493,0.094009228
492,0.09333539
491,0.092595674
490,0.092513278
489,0.09142749
488,0.090860091
487,0.090618148
486,0.089668721
485,0.088997424
484,0.088606119
483,0.088385873
482,0.087341145
481,0.086502187
480,0.086489484
479,0.086020246
478,0.085573122
477,0.08443106
476,0.084184885
475,0.083649039
474,0.083278134
473,0.082793474
472,0.082286015
471,0.08181309
470,0.08139845
469,0.080637179
468,0.080232799
467,0.080028206
466,0.079355761
465,0.078908123
464,0.078334138
463,0.077989399
462,0.077825584
461,0.077576227
460,0.076836854
459,0.076402441
458,0.075833201
457,0.07546664
456,0.075517654
455,0.074481286
454,0.074345022
453,0.073830925
452,0.07357277
451,0.072921775
450,0.072790734
449,0.072080433
448,0.07190378
447,0.071360536
446,0.071048401
445,0.070859738
444,0.070474826
443,0.070137009
442,0.069701843
441,0.069501646
440,0.068663403
439,0.068129428
438,0.068030968
437,0.067593649
436,0.067641519
435,0.067326441
434,0.066916429
433,0.066504918
432,0.065907158
431,0.065682657
430,0.065230779
429,0.064742513
428,0.064477481
427,0.063985504
426,0.064110428
425,0.063928165
424,0.063387647
423,0.063035868
422,0.062300846
421,0.062853888
420,0.062091276
419,0.061857555
418,0.061520416
417,0.060969438
416,0.060933433
415,0.06036035
414,0.060540739
413,0.060151581
412,0.059633866
411,0.059498735
410,0.059007261
409,0.058679171
408,0.058244623
407,0.058335222
406,0.057818402
405,0.057704221
404,0.057515182
403,0.056994468
402,0.057275459
401,0.056709424
400,0.056042794
399,0.056146316
398,0.055957131
397,0.055713702
396,0.055363875
395,0.055186037
394,0.054565012
393,0.05432681
392,0.054057535
391,0.053669076
390,0.053449813
389,0.053830288
388,0.052798998
387,0.053080872
386,0.052231032
385,0.052433338
384,0.052265812
383,0.051668491
382,0.05167263
381,0.051249638
380,0.051247474
379,0.051183272
378,0.050789855
377,0.050600246
376,0.050064292
375,0.049846172
374,0.050118081
373,0.049670979
372,0.049572218
371,0.049088556
370,0.048732705
369,0.048670046
368,0.048276901
367,0.048350889
366,0.048375975
365,0.047479063
364,0.047608141
363,0.047411099
362,0.047240708
361,0.04723388
360,0.046543576
359,0.04609701
358,0.046315044
357,0.045996498
356,0.0455308
355,0.045511283
354,0.045277528
353,0.04484975
352,0.045003884
351,0.044774678
350,0.044212271
