Reflectance thin film,
Wavelength (nm),%R
832,34.80964279
831,35.79135513
830,36.59770966
829,37.79106903
828,38.71050644
827,39.95903015
826,41.01294708
825,42.14445496
824,43.20810318
823,44.3647728
822,45.46245956
821,46.33692932
820,47.51538849
819,48.47663116
818,49.36762619
817,50.18586349
816,50.94749832
815,51.66100693
814,52.13001251
813,52.76259232
812,53.28498077
811,53.51331329
810,53.7866478
809,54.03782272
808,54.27482224
807,54.26293182
806,53.99990082
805,54.00567627
804,53.51057816
803,53.15954208
802,52.55634308
801,52.05843353
800,51.34284592
799,52.38127899
798,50.7716713
797,48.99741364
796,47.01824951
795,44.88082123
794,42.53469467
793,40.05768204
792,37.5108757
791,34.87512207
790,32.26044846
789,29.70376587
788,27.33116531
787,25.20667267
786,23.3825016
785,21.95173836
784,20.96605301
783,20.4508667
782,20.41592789
781,20.82564545
780,21.66895485
779,22.86832428
778,24.38745308
777,26.14864349
776,28.10666656
775,30.20967293
774,32.38879776
773,34.62088013
772,36.8294754
771,39.05171204
770,41.18091202
769,43.24464798
768,45.22325516
767,47.09409332
766,48.86000061
765,50.49403763
764,51.99675751
763,53.36584473
762,54.62102127
761,55.72150421
760,56.69239044
759,57.53891373
758,58.23604584
757,58.79427719
756,59.20855331
755,59.4703598
754,59.57318497
753,59.52956772
752,59.31222916
751,58.90789032
750,58.31785965
749,57.52978516
748,56.50997162
747,55.26226044
746,53.77468491
745,52.01910019
744,49.97929764
743,47.66870117
742,45.08809662
741,42.2987709
740,39.28672028
739,36.16675568
738,33.05426025
737,30.04660988
736,27.3338356
735,25.01396561
734,23.23381424
733,22.08514786
732,21.61512184
731,21.80497932
730,22.61573601
729,23.9614563
728,25.73044205
727,27.82506943
726,30.15794373
725,32.622612
724,35.13787842
723,37.65639877
722,40.11410904
721,42.50521851
720,44.74807358
719,46.85870361
718,48.78591156
717,50.55543137
716,52.12879181
715,53.4985466
714,54.68064117
713,55.65273666
712,56.42440796
711,56.97711182
710,57.30844116
709,57.42367554
708,57.26810074
707,56.86854553
706,56.18458939
705,55.22099686
704,53.93899536
703,52.33076859
702,50.37789154
701,48.06181717
700,45.43284607
699,42.47438049
698,39.29700089
697,36.00749207
696,32.73471832
695,29.72024918
694,27.06017494
693,25.01346207
692,23.6786499
691,23.10521889
690,23.29235649
689,24.1601696
688,25.6125679
687,27.48314095
686,29.67708778
685,32.05122757
684,34.50228882
683,36.94983292
682,39.29476929
681,41.53728104
680,43.59823608
679,45.45535278
678,47.08414841
677,48.47393417
676,49.6097908
675,50.4795723
674,51.05488968
673,51.35277557
672,51.34404755
671,51.03200531
670,50.38079453
669,49.40800476
668,48.0832634
667,46.43275833
666,44.48477936
665,42.24220657
664,39.80371094
663,37.22877502
662,34.69023895
661,32.31502533
660,30.25484467
659,28.64181328
658,27.56275558
657,27.07057381
656,27.14957619
655,27.74962425
654,28.78533554
653,30.14544487
652,31.7317543
651,33.43696976
650,35.19135284
649,36.89984894
648,38.50597763
647,39.96376038
646,41.23820114
645,42.30157471
644,43.11987686
643,43.68191528
642,43.98218536
641,44.01094437
640,43.77150345
639,43.26613617
638,42.52690506
637,41.56584549
636,40.42734909
635,39.16493988
634,37.84476089
633,36.54697037
632,35.32840729
631,34.27791977
630,33.45738983
629,32.90068054
628,32.63120651
627,32.65507126
626,32.92054367
625,33.41058731
624,34.07417297
623,34.84747314
622,35.68089676
621,36.530159
620,37.33626175
619,38.06544876
618,38.68626785
617,39.18347168
616,39.53775406
615,39.75362396
614,39.81220245
613,39.73107147
612,39.52623367
611,39.21534729
610,38.82700729
609,38.39060211
608,37.93590546
607,37.49529648
606,37.10305786
605,36.78304672
604,36.54747772
603,36.42327881
602,36.38061142
601,36.44015884
600,36.58011627
599,36.79058075
598,37.04243469
597,37.32053757
596,37.6075058
595,37.87356567
594,38.11156845
593,38.32107162
592,38.47464752
591,38.58600998
590,38.65684891
589,38.66068268
588,38.6394043
587,38.5958786
586,38.50990677
585,38.4278717
584,38.34428787
583,38.27056122
582,38.21449661
581,38.18273926
580,38.18116379
579,38.19950485
578,38.24155426
577,38.30402756
576,38.38325119
575,38.46659088
574,38.55175781
573,38.6403923
572,38.72249603
571,38.79983902
570,38.8623848
569,38.9131813
568,38.95607758
567,38.98768997
566,39.01254654
565,39.03744125
564,39.05045319
563,39.06653976
562,39.08559799
561,39.1096077
560,39.13809204
559,39.16942596
558,39.20734406
557,39.24363327
556,39.28988266
555,39.33368301
554,39.38284683
553,39.42735672
552,39.47317123
551,39.52232742
550,39.56015778
549,39.60176468
548,39.64458847
547,39.68475723
546,39.72269821
545,39.7562027
544,39.80096817
543,39.83206558
542,39.86935043
541,39.90628815
540,39.94623947
539,39.99171066
538,40.02895355
537,40.06866455
536,40.11055374
535,40.14935684
534,40.19106293
533,40.23426056
532,40.287323
531,40.31673813
530,40.35203934
529,40.39979935
528,40.4413414
527,40.48284149
526,40.52513123
525,40.56559372
524,40.61090469
523,40.64793396
522,40.69507217
521,40.72961044
520,40.77658081
519,40.81491852
518,40.85905075
517,40.89986801
516,40.94881439
515,40.98711014
514,41.03462601
513,41.07918549
512,41.12403488
511,41.1672821
510,41.21111298
509,41.25604248
508,41.29785156
507,41.34305573
506,41.38682938
505,41.43346405
504,41.47808456
503,41.51955795
502,41.56945801
501,41.6166954
500,41.65785217
499,41.70436096
498,41.75113678
497,41.79679489
496,41.84530258
495,41.89046478
494,41.93254852
493,41.97650528
492,42.0248909
491,42.07663345
490,42.12194824
489,42.17776489
488,42.21844482
487,42.26658249
486,42.31318665
485,42.36497116
484,42.41400146
483,42.45981216
482,42.51031113
481,42.55999756
480,42.61101532
479,42.66111755
478,42.70680237
477,42.76200104
476,42.81316376
475,42.85428238
474,42.90756989
473,42.95753098
472,43.01497269
471,43.06440735
470,43.11830521
469,43.16265106
468,43.2207756
467,43.27219009
466,43.32728577
465,43.37985992
464,43.43117905
463,43.48182678
462,43.54301453
461,43.59358215
460,43.64422226
459,43.69687271
458,43.74855423
457,43.80480194
456,43.85978699
455,43.91171646
454,43.97328949
453,44.02530289
452,44.08612442
451,44.15906906
450,44.208004
449,44.26266479
448,44.31248856
447,44.37139511
446,44.43269348
445,44.48988342
444,44.54688263
443,44.5994873
442,44.65569687
441,44.72338867
440,44.77816391
439,44.84220886
438,44.89914322
437,44.96165085
436,45.02330399
435,45.08336258
434,45.14696503
433,45.20703888
432,45.27246475
431,45.33208084
430,45.39656448
429,45.45991898
428,45.5294838
427,45.59269714
426,45.65962601
425,45.7216568
424,45.79246902
423,45.85395432
422,45.92272949
421,45.98710251
420,46.05840302
419,46.12393188
418,46.19342422
417,46.26670074
416,46.33336639
415,46.4046402
414,46.47211456
413,46.54544449
412,46.63301086
411,46.68720245
410,46.75615692
409,46.84264374
408,46.91386032
407,46.98098755
406,47.05537796
405,47.12311172
404,47.19990921
403,47.26958847
402,47.34303284
401,47.41784668
400,47.49291992
