Ev,alpha
3.2645716542052186,10.50730151986881,
3.2581375638582015,12.177690135892146,
3.251728785309344,12.46023629595281,
3.2453451694864413,19.295210814931803,
3.2389865684855925,13.81912494615421,
3.232652835559785,15.740802649428911,
3.226343825107601,12.171520120138473,
3.220059392662061,12.169738829707981,
3.2137993948795973,19.200586380699928,
3.207563689529157,19.18207315815965,
3.2013521354814225,14.008726518544849,
3.195164592698176,19.145643061831006,
3.1890009222217652,19.127606640798355,
3.1828609861647075,19.10952394401843,
3.1767446476994032,14.419752438076486,
3.1706517710479747,13.45941611201603,
3.1645822214722172,14.121859226282304,
3.1585358652636675,14.696419955760494,
3.152512569733784,15.920257511903722,
3.146512203204243,12.96723838471581,
3.1405346349973406,12.972949848613533,
3.1345797354265055,13.952040304300752,
3.1286473757869238,18.945735145767106,
3.122737428346262,18.92784969036557,
3.116928122456132,18.910554812492695,
3.111062325422428,13.254547872642497,
3.105218564793128,11.973987504379245,
3.0993967166227536,12.344869442887747,
3.093596657893608,12.48962112861643,
3.08781826650711,13.06984688221581,
3.0820614212752315,18.80402847722192,
3.0763260019120167,18.786429066776126,
3.0706879375649505,12.830957793817038,
3.0649947309171366,12.814194705664232,
3.059322596171935,18.734567710284313,
3.0536714165573127,14.025446345898041,
3.048041076162451,12.410221413466104,
3.04243145992982,13.12813195596106,
3.036916838658208,14.180022577741907,
3.0313480564059563,14.813704578105604,
3.0257996596803007,18.632403297208405,
3.0202715367484347,18.61538480395281,
3.014836884013617,18.598562781731907,
3.009348710074272,15.40903915803873,
3.0038804810432467,18.565139452939086,
2.9984320883932285,18.548469089447426,
2.9930756772658365,18.531740138282597,
2.987666374010458,18.514736942849762,
2.982276587652379,12.947682647526747,
2.9769062127556487,12.120881546842565,
2.9716263656750477,12.692393723270218,
2.966294245061008,18.44794815332499,
2.9609812254928,18.431482113448574,
2.9557576669382795,18.415391575429304,
2.9504822915391937,13.117185971235587,
2.9452257133539206,12.781346678648088,
2.9400575479609214,13.45273237021387,
2.9348380167367334,13.765170993896676,
2.929636985304223,13.879297459009104,
2.924523336597712,14.995610530403411,
2.9193587674843418,18.30160572761933,
2.914212406982254,18.28540841145656,
2.9091524168812035,14.77418399973006,
2.904041946293624,18.25364886056501,
2.898949399215787,18.237584950266616,
2.8939422275531594,18.221661828111852,
2.888885009904003,13.751220172800721,
2.8839125152367884,13.563370996010164,
2.878890260641791,14.558375421879314,
2.873952083981827,18.158459579968973,
2.8689644311148648,14.23836084363103,
2.8639940600831584,13.325758253222487,
2.8591068109087976,13.454737317623227,
2.854170507713168,13.10589554743892,
2.849316699339523,13.062777400506668,
2.84441411491569,13.808018456909235,
2.839593405287314,14.309697603481577,
2.8347241953235174,14.929361891401829,
2.8299362470341465,14.59003477675806,
2.825100071890537,13.362116754389058,
2.8203445521043653,13.10935721023008,
2.8155410767340356,13.590979326588323,
2.8108176571085925,13.457071933567915,
2.806046550980197,13.785775861054296,
2.801354907590773,13.519469264570839,
2.7966158446127127,13.552913579360462,
2.7919556578783107,13.964324331983315,
2.787310976463738,14.753774309387376,
2.7826192709352067,13.765488829836642,
2.778005575834286,13.268583182819745,
2.773345118218136,13.129446429481545,
2.768762100380974,13.369609043022013,
2.764194204643064,14.557188073340532,
2.759579934008324,13.94037506194455,
2.755042260628403,12.996266774939093,
2.750458468766583,13.005908842407129,
2.745950718795624,14.218205381980539,
2.7414577202286297,17.73484378191735,
2.736918983136355,17.720112264793627,
2.73245546788011,15.265470095443165,
2.7280064876028076,13.77038033265511,
2.7235121442548986,14.607946759236063,
2.719092215778324,17.662209958690088,
2.714686610068751,17.64788921276325,
2.7102360123081297,14.478898639719528,
2.7058590352689813,14.038304618315662,
2.7014961728959586,14.679309952966303,
2.6970886851220364,17.590747012365952,
2.692754036466424,17.57657417786802,
2.6884332983880483,17.562498577678983,
2.6841264040322996,13.67003026176696,
2.6797753659208507,13.748916556987936,
2.675496144991692,14.066274658133647,
2.671230568890661,13.825142140249989,
2.666978572459292,14.642217156083893,
2.6626829064311486,14.939275098092875,
