Ev,alpha
0.49594066742024,-17532.401923603877,
0.49613912306946784,-19260.75918177511,
0.4963377376103283,63946.1723573507,
0.4965365112337205,-55295.11961635415,
0.4967354441308494,39935.3793993096,
0.4969345364932265,-11569.980362162642,
0.4971337885126705,-33846.90573712451,
0.4973332003813077,28029.51896989317,
0.4975327722915731,3585.2885307051015,
0.4977325044362104,-18916.285239431785,
0.4979323970082731,18206.791267210174,
0.498132450201125,-53395.28025176891,
0.4983326642084405,66335.23540665272,
0.49853303922420594,-37883.02278732665,
0.49873357544271923,-4198.932715216341,
0.4989342730585915,33227.85078664513,
0.49913513226674716,-52514.13107356043,
0.49933615326242453,44537.76074634446,
0.4995373362411765,1040.0234524258103,
0.49973868139887145,-30130.52468963134,
0.4999401889316936,31163.4444647421,
0.5001418590361436,-15782.710874575067,
0.5003436919090396,-23401.676912604547,
0.5005456877475172,36467.469957530506,
0.5007478467490307,-54552.33094385407,
0.5009501691113536,50349.12870846609,
0.5011526550325789,-10874.696130145298,
0.5013553047111201,1228.5103271183027,
0.501558118345712,2371.399636071819,
0.5017610961354109,-24127.420015139287,
0.5019642382795952,27200.004306519597,
0.5021675449779669,-17425.30565079542,
0.502371016430551,6404.884093433414,
0.5025746528376976,-6250.105907668055,
0.5027784544000812,-2373.2234102236157,
0.5029824213187019,29438.88621452,
0.5031865537948864,-20592.301426772625,
0.5033908520302883,-13701.018945694434,
0.5035953162268887,14103.843004818096,
0.5037999465869971,-3980.352086456367,
0.5040047433132521,10776.655034046727,
0.5042097066086214,-39516.94056177651,
0.5044148366764036,940.5200792637787,
0.504620133720228,34192.21964968828,
0.5048255979440553,-15821.908981665436,
0.5050312295521793,1134.9515090887548,
0.5052370287492258,-386.6388286004604,
0.5054429957401549,-15280.236085598157,
0.5056491307302611,16672.994040324753,
0.5058554339251734,-22239.563509236712,
0.5060619055308572,-7854.459706204672,
0.5062685457536137,5805.873423781759,
0.5064753548000818,-8509.014934514962,
0.5066823328772375,14793.568451000923,
0.5068894801923958,9815.783014467772,
0.5070967969532106,11372.89635671073,
0.507304283367676,-19501.229693822857,
0.5075119396441261,5947.001249033005,
0.5077197659912367,-12240.915514290959,
0.5079277626180255,9781.131324670818,
0.5081359297338525,-6306.167119227831,
0.5083442675484215,6373.323893507725,
0.5085527762717802,1830.7750791144958,
0.5087614561143209,13431.201581743331,
0.5089703072867817,-12413.159825272609,
0.5091793300002465,11322.106146299262,
0.5093885244661462,-19812.360923388154,
0.5095978908962597,-1164.3552372615122,
0.5098074295027138,-3195.5575175021027,
0.5100171404979844,-6810.297204512324,
0.5102270240948972,-5174.060901227863,
0.5104370805066283,5395.834357344324,
0.5106473099467052,9005.496622333734,
0.510857712629007,-6771.13558932229,
0.5110682887677659,-3140.5250583901425,
0.5112790385775671,16846.45912637264,
0.5114899622733499,-10529.721818577687,
0.5117010600704086,-1817.0767415201185,
0.511912332184393,-2976.6799612160657,
0.5121237788313093,-19162.89162461347,
0.5123354002275207,48010.56157474965,
0.5125471965897479,-66125.59802888229,
0.5127591681350704,70775.08654538653,
0.5129713150809267,-54285.576207161794,
0.5131836376451159,11310.134311762675,
0.5133961360457971,34955.87500828473,
0.5136088105014913,-91009.90289778248,
0.5138216612310816,104513.21625305378,
0.5140346884538143,-88777.03991885026,
0.514247892389299,44984.557734181886,
0.5144612732575105,-12342.544554173057,
0.514674831278788,-7821.69908769757,
0.5148885666738373,40415.46161261155,
0.5151024796637308,-109691.7511382971,
0.5153165704699085,126081.62750544665,
0.5155308393141788,-72277.02255694522,
0.5157452864187189,19309.305301461427,
0.5159599120060757,24513.609484397883,
0.5161747162991674,-96102.44370871609,
0.5163896995212829,133641.25767582166,
0.5166048618960833,-135286.5601945522,
0.5168202036476032,101804.44307289155,
0.5170357250002502,-35543.77331343902,
0.5172514261788069,-22403.349102003343,
0.5174673074084308,81435.1237686181,
0.5176833689146556,-127588.29022120526,
0.5178996109233919,121395.1332732371,
0.5181160336609277,-114434.21432149249,
0.5183326373539299,70866.64290656816,
0.5185494222294438,365.31416407985813,
0.5187663885148954,-75947.32433969353,
0.5189835364380913,121269.69885341219,
0.5192008662272194,-126922.29827235741,
0.5194183781108505,101633.68421782267,
0.5196360723179381,-91754.16419659536,
0.5198539490778198,50710.4755942039,
0.5200720086202182,22084.36958892898,
0.5202902511752413,-85095.2918258135,
0.5205086769733838,113147.88021905259,
0.5207272862455271,-126147.94912569925,
0.5209460792229412,96022.90117942651,
0.5211650561372846,-57888.54131538328,
0.5213842172206056,15745.074060492687,
0.5216035627053429,44503.52953296046,
0.5218230928243266,-83998.39865561061,
0.5220428078107789,94507.38329199003,
0.5222627078983151,-113625.97353484675,
0.522482793320944,91303.14610168341,
0.5227030643130691,-29555.256586425847,
0.5229235211094897,-5137.031786040663,
0.5231441639454009,13199.965276866958,
0.5233649930563952,-59573.92161667772,
0.5235860086784629,100590.69681844706,
0.5238072110479933,-112607.92077421467,
0.5240286004017751,97217.10617585611,
0.5242501769769979,-73080.095542336,
0.5244719410112522,32027.6385904449,
0.5246938927425308,9720.744411046306,
0.5249160324092296,-83241.37620636156,
0.5251383602501483,107611.78409276619,
0.5253608765044915,-85986.48041037578,
0.5255835814118694,70719.44704647659,
0.5258064752122986,-28107.970947697984,
0.5260295581462029,22204.379964572734,
0.5262528304544143,-11825.488591994183,
0.5264762923781741,-43872.60705724455,
0.5266999441591333,55299.12131041358,
0.5269237860393541,-67208.48070852282,
0.5271478182613095,94983.66028347434,
0.527372041067886,-97943.56051885638,
0.527596454702383,85633.17224812252,
0.5278210594085143,-55171.63727312958,
0.5280458554304088,26692.182771277447,
0.5282708430126118,4815.502285364681,
0.5284960224000853,-77864.01488847219,
0.528721393838209,114805.72458015638,
0.5289469575727815,-98226.92473638793,
0.5291727138500214,107897.58604617322,
0.5293986629165671,-95391.9901755317,
0.5296248050194788,63285.05640503989,
0.5298511404062394,-34763.35619501243,
0.5300776693247542,-1686.1457505350836,
0.5303043920233533,18851.850981688312,
0.5305313087507916,-47736.35197098008,
0.53075841975625,87179.60928477411,
