Wavelength (nm),A 
955.84,-4.096000000000004,
956.53,-4.02000000000001,
957.22,-4.013000000000005,
957.91,-3.951999999999998,
958.6,-3.9509999999999934,
959.3,-3.909000000000006,
959.99,-3.9029999999999916,
960.68,-3.9620000000000033,
961.37,-3.9819999999999993,
962.06,-3.9979999999999905,
962.75,-4.034999999999997,
963.44,-4.019999999999996,
964.13,-4.106999999999999,
964.82,-4.162999999999997,
965.51,-4.237000000000009,
966.2,-4.265000000000001,
966.89,-4.304000000000002,
967.58,-4.3089999999999975,
968.27,-4.263000000000005,
968.96,-4.277999999999992,
969.65,-4.314999999999998,
970.34,-4.333999999999989,
971.03,-4.3430000000000035,
971.72,-4.356999999999999,
972.41,-4.378,
973.1,-4.365000000000009,
973.78,-4.358000000000004,
974.47,-4.316999999999993,
975.16,-4.290999999999997,
975.85,-4.3019999999999925,
976.54,-4.3300000000000125,
977.23,-4.340000000000003,
977.92,-4.391999999999996,
978.61,-4.443999999999988,
979.3,-4.4609999999999985,
979.98,-4.464999999999989,
980.67,-4.49199999999999,
981.36,-4.4950000000000045,
982.05,-4.472000000000008,
982.74,-4.437000000000012,
983.43,-4.456000000000003,
984.11,-4.4539999999999935,
984.8,-4.451999999999998,
985.49,-4.3799999999999955,
986.18,-4.290999999999997,
986.87,-4.265000000000001,
987.55,-4.207000000000008,
988.24,-4.126000000000005,
988.93,-4.067999999999998,
989.62,-4.0319999999999965,
990.3,-4.1000000000000085,
990.99,-4.164999999999992,
991.68,-4.186999999999998,
992.37,-4.197000000000003,
993.05,-4.188000000000002,
993.74,-4.219000000000008,
994.43,-4.247,
995.11,-4.2549999999999955,
995.8,-4.302999999999997,
996.49,-4.350999999999999,
997.17,-4.331000000000003,
997.86,-4.293000000000006,
998.55,-4.277000000000001,
999.23,-4.268000000000001,
999.92,-4.256,
1000.61,-4.2109999999999985,
1001.29,-4.155000000000001,
1001.98,-4.147999999999996,
1002.66,-4.162000000000006,
1003.35,-4.13900000000001,
1004.04,-4.0930000000000035,
1004.72,-4.090999999999994,
1005.41,-4.081000000000003,
1006.09,-4.103999999999999,
1006.78,-4.052999999999997,
1007.47,-3.9680000000000035,
1008.15,-3.9669999999999987,
1008.84,-3.9620000000000033,
1009.52,-4.027999999999992,
1010.21,-4.063000000000002,
1010.89,-4.028999999999996,
1011.58,-4.015000000000001,
1012.26,-4.034000000000006,
1012.95,-4.027000000000001,
1013.63,-4.015000000000015,
1014.32,-4.049999999999997,
1015.0,-4.068000000000012,
1015.69,-4.161000000000001,
1016.37,-4.254000000000005,
1017.06,-4.310000000000002,
1017.74,-4.295999999999992,
1018.42,-4.266000000000005,
1019.11,-4.212999999999994,
1019.79,-4.228000000000009,
1020.48,-4.224000000000004,
1021.16,-4.2549999999999955,
1021.84,-4.326000000000008,
1022.53,-4.3940000000000055,
1023.21,-4.4210000000000065,
1023.9,-4.388999999999996,
1024.58,-4.359999999999999,
1025.26,-4.307000000000002,
1025.95,-4.257000000000005,
1026.63,-4.444000000000003,
1027.31,-4.411000000000001,
1028.0,-4.524000000000001,
1028.68,-4.503000000000014,
1029.36,-4.521000000000001,
1030.05,-4.506,
1030.73,-4.4269999999999925,
1031.41,-4.415000000000006,
1032.1,-4.455999999999989,
1032.78,-4.4140000000000015,
1033.46,-4.4680000000000035,
1034.14,-4.5449999999999875,
1034.83,-4.619,
1035.51,-4.501000000000005,
1036.19,-4.5919999999999845,
1036.87,-4.5789999999999935,
1037.56,-4.560000000000002,
1038.24,-4.537999999999997,
1038.92,-4.52300000000001,
1039.6,-4.474000000000004,
1040.28,-4.513000000000005,
1040.97,-4.506,
1041.65,-4.620999999999995,
1042.33,-4.614000000000004,
1043.01,-4.614999999999995,
1043.69,-4.638000000000005,
1044.37,-4.685000000000002,
1045.06,-4.739999999999995,
1045.74,-4.768000000000001,
1046.42,-4.744,
1047.1,-4.742000000000004,
1047.78,-4.719999999999999,
1048.46,-4.753,
1049.14,-4.674000000000007,
1049.82,-4.599999999999994,
1050.51,-4.518000000000001,
